1577168185311,0000,48:DC:A7:24:A0:61,-57
1577168185319,1105,7C:66:9D:7B:29:FA,-77
1577168185335,18271,7C:66:9D:7B:2D:4A,-65
1577168185336,1541,7C:66:9D:7B:29:FB,-76
1577168185366,1545,7C:66:9D:7B:2B:90,-78
1577168185391,1100,BC:6A:29:BE:31:57,-68
1577168185426,1105,7C:66:9D:7B:29:FA,-74
1577168185438,0200,BC:6A:29:BE:2F:76,-74
1577168185534,1105,7C:66:9D:7B:29:FA,-80
1577168185543,0200,BC:6A:29:BE:2F:76,-69
1577168185590,0000,48:DC:A7:24:A0:61,-54
1577168185607,1100,BC:6A:29:BE:31:57,-73
1577168185645,0200,BC:6A:29:BE:2F:76,-65
1577168185713,1100,BC:6A:29:BE:31:57,-78
1577168185735,1105,7C:66:9D:7B:29:FA,-82
1577168185754,1541,7C:66:9D:7B:29:FB,-77
1577168185756,0200,BC:6A:29:BE:2F:76,-67
1577168185815,1100,BC:6A:29:BE:31:57,-79
1577168185836,1105,7C:66:9D:7B:29:FA,-76
1577168185856,1541,7C:66:9D:7B:29:FB,-76
1577168185886,1545,7C:66:9D:7B:2B:90,-78
1577168185943,1105,7C:66:9D:7B:29:FA,-83
1577168185966,0200,BC:6A:29:BE:2F:76,-70
1577168186043,1105,7C:66:9D:7B:29:FA,-69
1577168186072,0200,BC:6A:29:BE:2F:76,-77
1577168186126,1100,BC:6A:29:BE:31:57,-81
1577168186141,0000,48:DC:A7:24:A0:61,-54
1577168186143,1105,7C:66:9D:7B:29:FA,-76
1577168186181,0200,BC:6A:29:BE:2F:76,-69
1577168186231,1100,BC:6A:29:BE:31:57,-89
1577168186252,1105,7C:66:9D:7B:29:FA,-76
1577168186284,0200,BC:6A:29:BE:2F:76,-66
1577168186312,1545,7C:66:9D:7B:2B:90,-77
1577168186358,1105,7C:66:9D:7B:29:FA,-84
1577168186411,0000,48:DC:A7:24:A0:61,-56
1577168186435,1100,BC:6A:29:BE:31:57,-74
1577168186467,18271,7C:66:9D:7B:2D:4A,-70
1577168186497,0200,BC:6A:29:BE:2F:76,-64
1577168186537,1100,BC:6A:29:BE:31:57,-72
1577168186570,18271,7C:66:9D:7B:2D:4A,-70
1577168186573,1105,7C:66:9D:7B:29:FA,-74
1577168186589,1541,7C:66:9D:7B:29:FB,-77
1577168186600,0200,BC:6A:29:BE:2F:76,-64
1577168186647,1100,BC:6A:29:BE:31:57,-73
1577168186690,0000,48:DC:A7:24:A0:61,-54
1577168186705,0200,BC:6A:29:BE:2F:76,-65
1577168186750,1100,BC:6A:29:BE:31:57,-77
1577168186805,0200,BC:6A:29:BE:2F:76,-69
1577168186862,1100,BC:6A:29:BE:31:57,-71
1577168186888,1105,7C:66:9D:7B:29:FA,-69
1577168186966,1100,BC:6A:29:BE:31:57,-71
1577168186973,0000,48:DC:A7:24:A0:61,-56
1577168186992,0000,7C:66:9D:7B:29:FA,-69
1577168187065,1100,BC:6A:29:BE:31:57,-72
1577168187171,1100,BC:6A:29:BE:31:57,-71
1577168187227,0200,BC:6A:29:BE:2F:76,-73
1577168187310,1105,7C:66:9D:7B:29:FA,-73
1577168187327,0200,BC:6A:29:BE:2F:76,-70
1577168187387,1100,BC:6A:29:BE:31:57,-76
1577168187411,18271,7C:66:9D:7B:2D:4A,-66
1577168187416,1105,7C:66:9D:7B:29:FA,-74
1577168187497,1100,BC:6A:29:BE:31:57,-74
1577168187511,18271,7C:66:9D:7B:2D:4A,-66
1577168187522,0000,48:DC:A7:24:A0:61,-56
1577168187528,0200,BC:6A:29:BE:2F:76,-66
1577168187532,1541,7C:66:9D:7B:29:FB,-78
1577168187598,1100,BC:6A:29:BE:31:57,-72
1577168187619,18271,7C:66:9D:7B:2D:4A,-65
1577168187626,1105,7C:66:9D:7B:29:FA,-74
1577168187629,0200,BC:6A:29:BE:2F:76,-67
1577168187642,1541,7C:66:9D:7B:29:FB,-74
1577168187702,1100,BC:6A:29:BE:31:57,-73
1577168187723,18271,7C:66:9D:7B:2D:4A,-64
1577168187735,1105,7C:66:9D:7B:29:FA,-72
1577168187738,0200,BC:6A:29:BE:2F:76,-68
1577168187748,1541,7C:66:9D:7B:29:FB,-76
1577168187794,0000,48:DC:A7:24:A0:61,-57
1577168187810,1100,BC:6A:29:BE:31:57,-74
1577168187834,1105,7C:66:9D:7B:29:FA,-75
1577168187839,0200,BC:6A:29:BE:2F:76,-75
1577168187912,1100,BC:6A:29:BE:31:57,-77
1577168187936,1105,7C:66:9D:7B:29:FA,-71
